genome_id,genome_name,genome_length,contigs,checkm_completeness,checkm_contamination,genome_quality,qc_pass,mlst,cgmlst_hc10,genetic_group,split,assembly_accession,biosample_accession,bioproject_accession
1280.30338,Staphylococcus aureus strain HICF0814,2754803,39,99.81,0.0,Good,True,MLST.saureus.508,18284,cgmlst_hc10:18284,train,,,
1280.30339,Staphylococcus aureus strain HICF0810,2742991,58,99.81,0.0,Good,True,MLST.saureus.779,13146,cgmlst_hc10:13146,train,,,
1280.30340,Staphylococcus aureus strain HICF0812,2728680,83,99.81,0.0,Good,True,MLST.saureus.22,13046,cgmlst_hc10:13046,train,,,
1280.30341,Staphylococcus aureus strain HICF0813,2749474,50,99.81,0.0,Good,True,MLST.saureus.5,13148,cgmlst_hc10:13148,train,,,
1280.30342,Staphylococcus aureus strain HICF0815,2770325,45,99.81,0.0,Good,True,MLST.saureus.1,13149,cgmlst_hc10:13149,train,,,
1280.30343,Staphylococcus aureus strain HICF0809,2782380,121,99.81,0.0,Good,True,MLST.saureus.789,13150,cgmlst_hc10:13150,train,,,
1280.30344,Staphylococcus aureus strain HICF0828,2747519,67,99.81,0.0,Good,True,MLST.saureus.59,13151,cgmlst_hc10:13151,train,,,
1280.30345,Staphylococcus aureus strain HICF0831,2703333,48,99.81,0.0,Good,True,MLST.saureus.1,13152,cgmlst_hc10:13152,train,,,
1280.30346,Staphylococcus aureus strain HICF0824,2744786,75,99.81,0.0,Good,True,MLST.saureus.772,13344,cgmlst_hc10:13344,train,,,
1280.30347,Staphylococcus aureus strain HICF0830,2812903,63,99.81,0.0,Good,True,MLST.saureus.22,13285,cgmlst_hc10:13285,train,,,
1280.30348,Staphylococcus aureus strain HICF0829,2726042,50,99.81,0.0,Good,True,MLST.saureus.22,13346,cgmlst_hc10:13346,train,,,
1280.30349,Staphylococcus aureus strain HICF0826,2812336,65,99.81,0.0,Good,True,NOVEL,13285,cgmlst_hc10:13285,train,,,
1280.30350,Staphylococcus aureus strain HICF0823,2795413,65,99.43,0.0,Good,True,MLST.saureus.8,13153,cgmlst_hc10:13153,train,,,
1280.30351,Staphylococcus aureus strain HICF0822,2784599,65,99.81,0.0,Good,True,MLST.saureus.1,13154,cgmlst_hc10:13154,hidden_test,,,
1280.30352,Staphylococcus aureus strain HICF0833,2746227,39,99.81,0.19,Good,True,MLST.saureus.45,13114,cgmlst_hc10:13114,train,,,
1280.30353,Staphylococcus aureus strain HICF0827,2781471,54,99.81,0.0,Good,True,MLST.saureus.45,13028,cgmlst_hc10:13028,calibration,,,
1280.30354,Staphylococcus aureus strain HICF0832,2809725,70,99.81,0.0,Good,True,MLST.saureus.121,13157,cgmlst_hc10:13157,train,,,
1280.30355,Staphylococcus aureus strain HICF0847,2815553,65,99.81,0.0,Good,True,MLST.saureus.22,13026,cgmlst_hc10:13026,train,,,
1280.30356,Staphylococcus aureus strain HICF0845,2718192,35,99.81,0.0,Good,True,MLST.saureus.5,13159,cgmlst_hc10:13159,train,,,
1280.30357,Staphylococcus aureus strain HICF0835,2717774,86,99.81,0.0,Good,True,MLST.saureus.59,13089,cgmlst_hc10:13089,train,,,
1280.30358,Staphylococcus aureus strain HICF0844,2857103,107,99.81,0.0,Good,True,MLST.saureus.36,13348,cgmlst_hc10:13348,train,,,
1280.30359,Staphylococcus aureus strain HICF0846,2808609,93,99.81,0.19,Good,True,MLST.saureus.22,13349,cgmlst_hc10:13349,train,,,
1280.30360,Staphylococcus aureus strain HICF0834,2788884,54,99.81,0.0,Good,True,MLST.saureus.2981,13161,cgmlst_hc10:13161,calibration,,,
1280.30361,Staphylococcus aureus strain HICF0841,2789412,46,99.81,0.0,Good,True,MLST.saureus.1,13162,cgmlst_hc10:13162,train,,,
1280.30362,Staphylococcus aureus strain HICF0837,2812876,68,99.81,0.0,Good,True,MLST.saureus.22,13026,cgmlst_hc10:13026,train,,,
1280.30363,Staphylococcus aureus strain HICF0839,2741453,44,99.81,0.0,Good,True,MLST.saureus.45,13074,cgmlst_hc10:13074,train,,,
1280.30364,Staphylococcus aureus strain HICF0840,2798617,63,99.81,0.0,Good,True,MLST.saureus.22,13050,cgmlst_hc10:13050,train,,,
1280.30365,Staphylococcus aureus strain HICF0838,2793576,75,99.81,0.0,Good,True,MLST.saureus.22,13144,cgmlst_hc10:13144,train,,,
1280.30366,Staphylococcus aureus strain HICF0858,2680540,65,99.81,0.0,Good,True,MLST.saureus.59,13034,cgmlst_hc10:13034,train,,,
1280.30367,Staphylococcus aureus strain HICF0857,2809221,73,99.81,0.0,Good,True,MLST.saureus.22,13050,cgmlst_hc10:13050,train,,,
1280.30368,Staphylococcus aureus strain HICF0859,2750727,67,99.62,0.0,Good,True,MLST.saureus.22,13037,cgmlst_hc10:13037,hidden_test,,,
1280.30369,Staphylococcus aureus strain HICF0856,2786354,64,99.81,0.0,Good,True,MLST.saureus.1,13170,cgmlst_hc10:13170,train,,,
1280.30370,Staphylococcus aureus strain HICF0852,2814347,66,99.81,0.0,Good,True,MLST.saureus.22,13026,cgmlst_hc10:13026,train,,,
1280.30371,Staphylococcus aureus strain HICF0851,2764345,81,99.81,0.0,Good,True,MLST.saureus.72,13350,cgmlst_hc10:13350,train,,,
1280.30372,Staphylococcus aureus strain HICF0855,2827377,107,99.81,0.0,Good,True,MLST.saureus.612,13351,cgmlst_hc10:13351,train,,,
1280.30373,Staphylococcus aureus strain HICF0849,2767416,69,99.81,0.0,Good,True,MLST.saureus.1,13352,cgmlst_hc10:13352,calibration,,,
1280.30374,Staphylococcus aureus strain HICF0848,2723973,68,99.81,0.0,Good,True,MLST.saureus.22,13353,cgmlst_hc10:13353,train,,,
1280.30375,Staphylococcus aureus strain HICF0850,2745427,87,99.81,0.0,Good,True,MLST.saureus.789,13134,cgmlst_hc10:13134,train,,,
1280.30376,Staphylococcus aureus strain HICF0860,2717300,45,99.81,0.0,Good,True,MLST.saureus.80,13173,cgmlst_hc10:13173,hidden_test,,,
1280.30377,Staphylococcus aureus strain HICF0862,2769409,57,99.81,0.0,Good,True,MLST.saureus.22,13174,cgmlst_hc10:13174,train,,,
1280.30378,Staphylococcus aureus strain HICF0863,2820694,65,99.81,0.0,Good,True,MLST.saureus.22,13175,cgmlst_hc10:13175,train,,,
1280.30379,Staphylococcus aureus strain HICF0861,2760302,58,99.81,0.0,Good,True,MLST.saureus.8,13176,cgmlst_hc10:13176,train,,,
1280.30380,Staphylococcus aureus strain HICF0864,2816375,60,99.81,0.0,Good,True,MLST.saureus.22,13026,cgmlst_hc10:13026,train,,,
1280.30381,Staphylococcus aureus strain HICF0865,2733674,69,99.81,0.0,Good,True,MLST.saureus.1649,13178,cgmlst_hc10:13178,train,,,
1280.30382,Staphylococcus aureus strain HICF0866,2806954,54,99.81,0.0,Good,True,MLST.saureus.22,13179,cgmlst_hc10:13179,calibration,,,
1280.30383,Staphylococcus aureus strain HICF0867,2818136,62,99.81,0.0,Good,True,MLST.saureus.22,13285,cgmlst_hc10:13285,train,,,
1280.30384,Staphylococcus aureus strain HICF0868,2717777,55,99.81,0.0,Good,True,MLST.saureus.22,13355,cgmlst_hc10:13355,train,,,
1280.30385,Staphylococcus aureus strain HICF0869,2719270,72,99.81,0.0,Good,True,MLST.saureus.59,13308,cgmlst_hc10:13308,train,,,
1280.30386,Staphylococcus aureus strain HICF0870,2758133,62,99.81,0.0,Good,True,MLST.saureus.8,13314,cgmlst_hc10:13314,train,,,
1280.30387,Staphylococcus aureus strain HICF0854,2740573,53,99.81,0.0,Good,True,MLST.saureus.398,13358,cgmlst_hc10:13358,train,,,
1280.30388,Staphylococcus aureus strain HICF0879,2810601,68,99.81,0.0,Good,True,MLST.saureus.22,13285,cgmlst_hc10:13285,train,,,
1280.30389,Staphylococcus aureus strain HICF0886,2775795,74,99.81,0.0,Good,True,MLST.saureus.22,13142,cgmlst_hc10:13142,train,,,
1280.30390,Staphylococcus aureus strain HICF0884,2777020,70,99.81,0.0,Good,True,MLST.saureus.22,13181,cgmlst_hc10:13181,train,,,
1280.30391,Staphylococcus aureus strain HICF0885,2705767,69,99.81,0.0,Good,True,MLST.saureus.22,13182,cgmlst_hc10:13182,train,,,
1280.30392,Staphylococcus aureus strain HICF0881,2861413,68,99.81,0.0,Good,True,MLST.saureus.22,18706,cgmlst_hc10:18706,train,,,
1280.30393,Staphylococcus aureus strain HICF0878,2715983,68,99.81,0.0,Good,True,MLST.saureus.22,18763,cgmlst_hc10:18763,hidden_test,,,
1280.30394,Staphylococcus aureus strain HICF0874,2720174,83,99.81,0.0,Good,True,MLST.saureus.59,18764,cgmlst_hc10:18764,train,,,
1280.30395,Staphylococcus aureus strain HICF0871,2785689,53,99.81,0.0,Good,True,MLST.saureus.1,18765,cgmlst_hc10:18765,hidden_test,,,
1280.30396,Staphylococcus aureus strain HICF0873,2809789,63,99.81,0.0,Good,True,MLST.saureus.22,18706,cgmlst_hc10:18706,train,,,
1280.30397,Staphylococcus aureus strain HICF0875,2781657,65,99.81,0.0,Good,True,MLST.saureus.45,18767,cgmlst_hc10:18767,train,,,
1280.30398,Staphylococcus aureus strain HICF0872,2753466,58,99.62,0.0,Good,True,MLST.saureus.22,18768,cgmlst_hc10:18768,train,,,
1280.30399,Staphylococcus aureus strain HICF0899,2624226,36,97.89,0.0,Good,True,MLST.saureus.45,18758,cgmlst_hc10:18758,train,,,
1280.30400,Staphylococcus aureus strain HICF0889,2800378,67,99.81,0.0,Good,True,MLST.saureus.22,18706,cgmlst_hc10:18706,train,,,
1280.30401,Staphylococcus aureus strain HICF0891,2741313,54,99.81,0.19,Good,True,MLST.saureus.22,18771,cgmlst_hc10:18771,train,,,
1280.30402,Staphylococcus aureus strain HICF0898,2743548,73,99.81,0.0,Good,True,MLST.saureus.1535,18772,cgmlst_hc10:18772,train,,,
1280.30403,Staphylococcus aureus strain HICF0896,2714437,46,99.81,0.0,Good,True,MLST.saureus.5,18773,cgmlst_hc10:18773,train,,,
1280.30404,Staphylococcus aureus strain HICF0897,2783112,82,99.81,0.19,Good,True,MLST.saureus.22,18774,cgmlst_hc10:18774,train,,,
1280.30405,Staphylococcus aureus strain HICF0902,2740510,48,99.81,0.0,Good,True,MLST.saureus.45,18758,cgmlst_hc10:18758,train,,,
1280.30406,Staphylococcus aureus strain HICF0890,2801071,79,99.81,0.0,Good,True,MLST.saureus.59,18776,cgmlst_hc10:18776,train,,,
1280.30407,Staphylococcus aureus strain HICF0892,2740379,51,99.81,0.0,Good,True,MLST.saureus.5,18777,cgmlst_hc10:18777,train,,,
1280.30408,Staphylococcus aureus strain HICF0887,2751673,94,99.81,0.0,Good,True,MLST.saureus.338,18778,cgmlst_hc10:18778,calibration,,,
1280.30409,Staphylococcus aureus strain HICF0893,2812416,71,99.81,0.0,Good,True,MLST.saureus.22,18779,cgmlst_hc10:18779,calibration,,,
1280.30410,Staphylococcus aureus strain HICF0905,2810351,62,99.81,0.0,Good,True,MLST.saureus.22,13360,cgmlst_hc10:13360,train,,,
1280.30411,Staphylococcus aureus strain HICF0906,2780127,34,99.23,0.0,Good,True,MLST.saureus.130,13361,cgmlst_hc10:13361,calibration,,,
1280.30412,Staphylococcus aureus strain HICF0904,2903130,114,99.81,0.0,Good,True,MLST.saureus.36,18780,cgmlst_hc10:18780,hidden_test,,,
1280.30413,Staphylococcus aureus strain HICF0910,2667528,66,99.81,0.0,Good,True,MLST.saureus.425,18781,cgmlst_hc10:18781,calibration,,,
1280.30414,Staphylococcus aureus strain HICF0908,2763072,73,99.81,0.0,Good,True,MLST.saureus.8,18782,cgmlst_hc10:18782,train,,,
1280.30415,Staphylococcus aureus strain HICF0909,2770908,52,99.81,0.0,Good,True,MLST.saureus.22,18783,cgmlst_hc10:18783,train,,,
1280.30416,Staphylococcus aureus strain HICF0912,2858223,77,99.81,0.0,Good,True,MLST.saureus.22,13285,cgmlst_hc10:13285,train,,,
1280.30417,Staphylococcus aureus strain HICF0915,2756811,67,99.81,0.0,Good,True,MLST.saureus.22,13363,cgmlst_hc10:13363,hidden_test,,,
1280.30418,Staphylococcus aureus strain HICF0913,2771619,49,99.81,0.0,Good,True,MLST.saureus.22,13364,cgmlst_hc10:13364,train,,,
1280.30419,Staphylococcus aureus strain HICF0916,2745348,43,99.81,0.0,Good,True,MLST.saureus.2625,18784,cgmlst_hc10:18784,hidden_test,,,
1280.30420,Staphylococcus aureus strain HICF0903,2750434,43,99.81,0.0,Good,True,MLST.saureus.149,18785,cgmlst_hc10:18785,calibration,,,
1280.30421,Staphylococcus aureus strain HICF0928,2856757,73,99.81,0.0,Good,True,MLST.saureus.22,13878,cgmlst_hc10:13878,train,,,
1280.30422,Staphylococcus aureus strain HICF0919,2762604,47,99.81,0.0,Good,True,MLST.saureus.430,14022,cgmlst_hc10:14022,train,,,
1280.30423,Staphylococcus aureus strain HICF0920,2809986,66,99.81,0.0,Good,True,MLST.saureus.22,13285,cgmlst_hc10:13285,train,,,
1280.30424,Staphylococcus aureus strain HICF0927,2721911,29,99.81,0.0,Good,True,MLST.saureus.5,18285,cgmlst_hc10:18285,hidden_test,,,
1280.30425,Staphylococcus aureus strain HICF0925,2777525,34,99.81,0.0,Good,True,NOVEL,18286,cgmlst_hc10:18286,hidden_test,,,
1280.30426,Staphylococcus aureus strain HICF0926,2719447,35,99.81,0.0,Good,True,MLST.saureus.5,18287,cgmlst_hc10:18287,train,,,
1280.30427,Staphylococcus aureus strain HICF0924,2777509,64,99.81,0.0,Good,True,MLST.saureus.22,18191,cgmlst_hc10:18191,train,,,
1280.30428,Staphylococcus aureus strain HICF0921,2859778,71,99.81,0.0,Good,True,MLST.saureus.22,18706,cgmlst_hc10:18706,train,,,
1280.30429,Staphylococcus aureus strain HICF0923,2817505,71,99.81,0.0,Good,True,MLST.saureus.22,13366,cgmlst_hc10:13366,train,,,
1280.30430,Staphylococcus aureus strain HICF0917,2813506,94,99.81,0.0,Good,True,MLST.saureus.45,13367,cgmlst_hc10:13367,calibration,,,
1280.30431,Staphylococcus aureus strain HICF0922,2798157,69,99.81,0.0,Good,True,MLST.saureus.22,18708,cgmlst_hc10:18708,train,,,
1280.30432,Staphylococcus aureus strain HICF0941,2785030,45,99.81,0.0,Good,True,MLST.saureus.5,18289,cgmlst_hc10:18289,train,,,
1280.30433,Staphylococcus aureus strain HICF0939,2785358,55,99.81,0.0,Good,True,NOVEL*,18290,cgmlst_hc10:18290,train,,,
1280.30434,Staphylococcus aureus strain HICF0938,2778193,68,99.81,0.0,Good,True,MLST.saureus.45,18767,cgmlst_hc10:18767,train,,,
1280.30435,Staphylococcus aureus strain HICF0940,2776175,89,99.81,0.0,Good,True,MLST.saureus.772,18789,cgmlst_hc10:18789,train,,,
1280.30436,Staphylococcus aureus strain HICF0935,2761413,75,99.81,0.0,Good,True,MLST.saureus.6,18790,cgmlst_hc10:18790,train,,,
1280.30437,Staphylococcus aureus strain HICF0932,2746218,32,99.81,0.0,Good,True,MLST.saureus.45,18791,cgmlst_hc10:18791,train,,,
1280.30438,Staphylococcus aureus strain HICF0936,2797309,39,99.81,0.0,Good,True,MLST.saureus.1,18792,cgmlst_hc10:18792,train,,,
1280.30439,Staphylococcus aureus strain HICF0937,2712232,77,99.81,0.0,Good,True,MLST.saureus.59,13897,cgmlst_hc10:13897,hidden_test,,,
1280.30440,Staphylococcus aureus strain HICF0930,2741901,53,99.81,0.0,Good,True,MLST.saureus.72,18793,cgmlst_hc10:18793,train,,,
1280.30441,Staphylococcus aureus strain HICF0929,2860252,71,99.81,0.0,Good,True,MLST.saureus.22,18706,cgmlst_hc10:18706,train,,,
1280.30442,Staphylococcus aureus strain HICF0931,2743169,35,99.81,0.0,Good,True,MLST.saureus.45,13368,cgmlst_hc10:13368,train,,,
1280.30443,Staphylococcus aureus strain HICF0951,2814809,58,99.81,0.0,Good,True,MLST.saureus.22,18709,cgmlst_hc10:18709,train,,,
1280.30444,Staphylococcus aureus strain HICF0945,2717222,41,99.81,0.0,Good,True,MLST.saureus.5,18796,cgmlst_hc10:18796,train,,,
1280.30445,Staphylococcus aureus strain HICF0950,2766602,56,99.81,0.0,Good,True,MLST.saureus.22,18797,cgmlst_hc10:18797,train,,,
1280.30446,Staphylococcus aureus strain HICF0944,2795120,60,99.81,0.0,Good,True,MLST.saureus.22,14024,cgmlst_hc10:14024,train,,,
1280.30447,Staphylococcus aureus strain HICF0956,2816014,62,99.81,0.0,Good,True,MLST.saureus.22,13878,cgmlst_hc10:13878,train,,,
1280.30448,Staphylococcus aureus strain HICF0955,2721872,51,99.81,0.0,Good,True,NOVEL,18291,cgmlst_hc10:18291,train,,,
1280.30449,Staphylococcus aureus strain HICF0957,2718608,24,99.81,0.0,Good,True,NOVEL,18292,cgmlst_hc10:18292,train,,,
1280.30450,Staphylococcus aureus strain HICF0954,2833793,48,99.81,0.0,Good,True,MLST.saureus.1,18293,cgmlst_hc10:18293,train,,,
1280.30451,Staphylococcus aureus strain HICF0952,2787831,59,99.81,0.0,Good,True,MLST.saureus.22,18191,cgmlst_hc10:18191,train,,,
1280.30452,Staphylococcus aureus strain HICF0953,2784626,58,99.81,0.0,Good,True,MLST.saureus.22,18295,cgmlst_hc10:18295,hidden_test,,,
1280.30453,Staphylococcus aureus strain HICF0943,2721285,48,99.81,0.0,Good,True,MLST.saureus.1457,18296,cgmlst_hc10:18296,train,,,
1280.30454,Staphylococcus aureus strain HICF0948,2789183,36,99.81,0.0,Good,True,MLST.saureus.45,18231,cgmlst_hc10:18231,train,,,
1280.30455,Staphylococcus aureus strain HICF0947,2747677,48,99.81,0.0,Good,True,MLST.saureus.30,14026,cgmlst_hc10:14026,train,,,
1280.30456,Staphylococcus aureus strain HICF0946,2762470,56,99.81,0.0,Good,True,MLST.saureus.22,14027,cgmlst_hc10:14027,train,,,
1280.30457,Staphylococcus aureus strain HICF0949,2735990,31,99.81,0.0,Good,True,MLST.saureus.130,18798,cgmlst_hc10:18798,train,,,
1280.30476,Staphylococcus aureus strain HICF0510,2731084,45,65.9,0.0,Good,False,97,,cgmlst_hc10:nogroup:1280.30476,hidden_test,,,
1280.30477,Staphylococcus aureus strain HICF0528,2750444,64,62.5,0.0,Good,False,22*,,cgmlst_hc10:nogroup:1280.30477,calibration,,,
1280.30479,Staphylococcus aureus strain HICF0220,2759192,54,64.94,0.0,Good,False,22,,cgmlst_hc10:nogroup:1280.30479,train,,,
1280.30480,Staphylococcus aureus strain HICF0221,2824826,72,66.09,0.0,Good,False,8,,cgmlst_hc10:nogroup:1280.30480,train,,,
1280.3350,Staphylococcus aureus strain NRS100,2823087,1,100.0,4.1,Good,True,MLST.saureus.250,20978,cgmlst_hc10:20978,train,GCF_000626615.1,SAMN02700075,PRJNA231221
1280.39445,Staphylococcus aureus AR-0981,2900299,62,99.81,0.38,Good,True,MLST.saureus.8,4809,cgmlst_hc10:4809,train,,SAMN13412174,
1280.39446,Staphylococcus aureus AR-0978,2803052,21,99.81,0.0,Good,True,MLST.saureus.5,4810,cgmlst_hc10:4810,train,,SAMN13412171,
1280.39447,Staphylococcus aureus AR-0977,2885317,47,99.81,0.0,Good,True,MLST.saureus.34,4811,cgmlst_hc10:4811,train,,SAMN13412170,
1280.39448,Staphylococcus aureus AR-0979,2841906,40,99.81,0.0,Good,True,MLST.saureus.5,4812,cgmlst_hc10:4812,calibration,,SAMN13412172,
1280.39449,Staphylococcus aureus AR-0982,2760550,27,99.81,0.0,Good,True,MLST.saureus.5,4813,cgmlst_hc10:4813,train,,SAMN13412175,
1280.39450,Staphylococcus aureus AR-0980,2760600,27,99.81,0.0,Good,True,MLST.saureus.5,4813,cgmlst_hc10:4813,train,,SAMN13412173,
1280.39451,Staphylococcus aureus AR-0986,2859581,36,99.81,0.19,Good,True,MLST.saureus.8,4815,cgmlst_hc10:4815,calibration,,SAMN13412179,
1280.39452,Staphylococcus aureus AR-0988,2854094,42,99.81,0.0,Good,True,MLST.saureus.8,4816,cgmlst_hc10:4816,train,,SAMN13412181,
1280.39453,Staphylococcus aureus AR-0989,2825252,42,99.81,0.0,Good,True,MLST.saureus.5,4817,cgmlst_hc10:4817,train,,SAMN13412182,
1280.39454,Staphylococcus aureus AR-0985,2761663,26,99.81,0.0,Good,True,MLST.saureus.5,4818,cgmlst_hc10:4818,train,,SAMN13412178,
1280.39455,Staphylococcus aureus AR-0987,2821572,33,99.81,0.0,Good,True,MLST.saureus.8,4819,cgmlst_hc10:4819,hidden_test,,SAMN13412180,
1280.39456,Staphylococcus aureus AR-0990,2810618,35,99.81,0.0,Good,True,MLST.saureus.5,4820,cgmlst_hc10:4820,train,,SAMN13412183,
1280.39457,Staphylococcus aureus AR-0983,2829083,25,99.81,0.0,Good,True,MLST.saureus.5,4821,cgmlst_hc10:4821,train,,SAMN13412176,
1280.39458,Staphylococcus aureus AR-0984,2801570,23,99.81,0.0,Good,True,MLST.saureus.5,4822,cgmlst_hc10:4822,hidden_test,,SAMN13412177,
1280.39459,Staphylococcus aureus AR-0992,2773606,18,99.81,0.38,Good,True,MLST.saureus.1,4823,cgmlst_hc10:4823,train,,SAMN13412185,
1280.39460,Staphylococcus aureus AR-0994,2773608,20,99.81,0.38,Good,True,MLST.saureus.1,4823,cgmlst_hc10:4823,train,,SAMN13412187,
1280.39461,Staphylococcus aureus AR-0991,2812214,53,99.81,0.38,Good,True,MLST.saureus.1,4823,cgmlst_hc10:4823,train,,SAMN13412184,
1280.39462,Staphylococcus aureus AR-0993,2819415,66,99.81,0.0,Good,True,MLST.saureus.22,4826,cgmlst_hc10:4826,hidden_test,,SAMN13412186,
1280.39463,Staphylococcus aureus AR-0996,2899231,41,99.81,0.0,Good,True,MLST.saureus.8,4827,cgmlst_hc10:4827,train,,SAMN13412189,
1280.39464,Staphylococcus aureus AR-0999,2792652,31,99.81,0.0,Good,True,MLST.saureus.88,4828,cgmlst_hc10:4828,train,,SAMN13412192,
1280.39465,Staphylococcus aureus AR-0997,2734467,26,99.81,0.0,Good,True,MLST.saureus.5,4829,cgmlst_hc10:4829,train,,SAMN13412190,
1280.39466,Staphylococcus aureus AR-0998,2822016,32,99.81,0.57,Good,True,MLST.saureus.8,4830,cgmlst_hc10:4830,train,,SAMN13412191,
1280.39467,Staphylococcus aureus AR-0995,2865768,31,99.81,0.0,Good,True,MLST.saureus.6613,4831,cgmlst_hc10:4831,train,,SAMN13412188,
1280.39468,Staphylococcus aureus AR-1003,2812008,34,99.81,0.0,Good,True,MLST.saureus.93,4832,cgmlst_hc10:4832,train,,SAMN13412196,
1280.39469,Staphylococcus aureus AR-1006,2860762,93,99.81,0.0,Good,True,MLST.saureus.247,4833,cgmlst_hc10:4833,hidden_test,,SAMN13412199,
1280.39470,Staphylococcus aureus AR-1004,2866938,86,99.81,0.0,Good,True,MLST.saureus.30,4834,cgmlst_hc10:4834,hidden_test,,SAMN13412197,
1280.39471,Staphylococcus aureus AR-1005,2828489,51,99.81,0.0,Good,True,MLST.saureus.8,4835,cgmlst_hc10:4835,train,,SAMN13412198,
1280.39472,Staphylococcus aureus AR-1002,2806414,35,99.81,0.0,Good,True,MLST.saureus.5,4836,cgmlst_hc10:4836,train,,SAMN13412195,
1280.39473,Staphylococcus aureus AR-1001,2787747,18,99.81,0.19,Good,True,MLST.saureus.5,4837,cgmlst_hc10:4837,train,,SAMN13412194,
1280.39474,Staphylococcus aureus AR-1000,2788162,24,99.81,0.0,Good,True,MLST.saureus.5,4838,cgmlst_hc10:4838,train,,SAMN13412193,
1280.39484,Staphylococcus aureus 09 1,2825394,100,99.62,0.0,Good,True,MLST.saureus.8,7552,cgmlst_hc10:7552,train,,SAMN04867968,PRJNA330544
1280.39485,Staphylococcus aureus 09 5,2814395,85,99.81,0.0,Good,True,MLST.saureus.8,7438,cgmlst_hc10:7438,train,,SAMN04867969,PRJNA330544
1280.39486,Staphylococcus aureus 09 11,2773904,142,99.43,0.0,Good,True,MLST.saureus.8,7439,cgmlst_hc10:7439,train,,SAMN04867972,PRJNA330544
1280.39487,Staphylococcus aureus 09 7,2911058,50,99.81,0.0,Good,True,MLST.saureus.8,7553,cgmlst_hc10:7553,train,,SAMN04867971,PRJNA330544
1280.39488,Staphylococcus aureus 09 6,2847758,61,99.81,0.0,Good,True,MLST.saureus.8,7554,cgmlst_hc10:7554,train,,SAMN04867970,PRJNA330544
1280.39489,Staphylococcus aureus 09 17,2794757,125,99.23,0.0,Good,True,MLST.saureus.8,7555,cgmlst_hc10:7555,train,,SAMN04867973,PRJNA330544
1280.39490,Staphylococcus aureus 09 31,2724491,227,99.81,0.19,Good,True,MLST.saureus.8,7556,cgmlst_hc10:7556,calibration,,SAMN04867974,PRJNA330544
1280.39491,Staphylococcus aureus 09 34,2804101,51,99.81,0.0,Good,True,MLST.saureus.8,7557,cgmlst_hc10:7557,train,,SAMN04867975,PRJNA330544
1280.39492,Staphylococcus aureus 09 37,2761587,46,99.81,0.0,Good,True,MLST.saureus.8,7558,cgmlst_hc10:7558,hidden_test,,SAMN04867976,PRJNA330544
1280.39493,Staphylococcus aureus 09 47,2908207,81,99.62,0.0,Good,True,MLST.saureus.8,7559,cgmlst_hc10:7559,train,,SAMN04867978,PRJNA330544
1280.39494,Staphylococcus aureus 09 44,2870172,77,99.81,0.0,Good,True,,7560,cgmlst_hc10:7560,calibration,,SAMN04867977,PRJNA330544
1280.39495,Staphylococcus aureus 07 22,2950438,85,99.81,0.19,Good,True,MLST.saureus.8,7561,cgmlst_hc10:7561,hidden_test,,SAMN04867980,PRJNA330544
1280.39496,Staphylococcus aureus 07 15,2893663,58,99.81,0.0,Good,True,MLST.saureus.8,7562,cgmlst_hc10:7562,calibration,,SAMN04867979,PRJNA248183
1280.39497,Staphylococcus aureus 07 27,2859650,71,99.81,0.0,Good,True,MLST.saureus.8,7563,cgmlst_hc10:7563,calibration,,SAMN04867981,PRJNA330544
1280.39498,Staphylococcus aureus 07 29,2725573,37,91.76,0.0,Good,True,MLST.saureus.8,7564,cgmlst_hc10:7564,calibration,,SAMN04867982,PRJNA330544
1280.39499,Staphylococcus aureus 07 42,2857311,84,99.81,0.0,Good,True,MLST.saureus.8,7565,cgmlst_hc10:7565,train,,SAMN04867983,PRJNA330544
1280.39500,Staphylococcus aureus 07 45,2781951,55,91.76,0.0,Good,True,MLST.saureus.8,7566,cgmlst_hc10:7566,calibration,,SAMN04867984,PRJNA330544
1280.39501,Staphylococcus aureus 05 17,2857860,37,99.81,0.0,Good,True,MLST.saureus.8,7861,cgmlst_hc10:7861,calibration,,SAMN04867985,PRJNA330544
1280.39502,Staphylococcus aureus 05 25,2864303,42,99.81,0.0,Good,True,MLST.saureus.8,7567,cgmlst_hc10:7567,train,,SAMN04867986,PRJNA248197
1280.39503,Staphylococcus aureus 05 30,2901475,49,99.81,0.0,Good,True,MLST.saureus.8,7439,cgmlst_hc10:7439,train,,SAMN04867987,PRJNA330544
1280.39504,Staphylococcus aureus 05 38,2854098,34,99.81,0.0,Good,True,MLST.saureus.8,7568,cgmlst_hc10:7568,train,,SAMN04867988,PRJNA330544
1280.39505,Staphylococcus aureus 03 5,2838999,48,99.43,0.0,Good,True,MLST.saureus.8,7569,cgmlst_hc10:7569,train,,SAMN04867989,PRJNA330544
1280.39506,Staphylococcus aureus 03 22,2904994,44,99.81,0.0,Good,True,MLST.saureus.8,7570,cgmlst_hc10:7570,train,,SAMN04867990,PRJNA330544
1280.39507,Staphylococcus aureus 03 29,2821322,62,98.08,0.0,Good,True,,7571,cgmlst_hc10:7571,train,,SAMN04867991,PRJNA330544
1280.39508,Staphylococcus aureus 03 33,2866760,83,98.47,0.0,Good,True,MLST.saureus.8,7441,cgmlst_hc10:7441,hidden_test,,SAMN04867992,PRJNA330544
