genome_id,mlst_group,cluster,is_representative,partition
1280.51899,ST111,hc10:6071,True,calibration
1280.11278,ST121,hc10:7313,True,train
1280.51847,ST22,hc10:6026,True,train
1280.51882,ST111,hc10:6056,True,calibration
904784.3,ST239,hc10:3587,True,train
1280.9205,ST22,hc10:19387,True,train
1280.52174,ST8,hc10:12487,True,train
1280.30406,ST59,hc10:18776,True,train
1280.26026,ST45,hc10:16,True,calibration
1413524.3,ST398,hc10:7183,True,train
1280.11270,ST1153,hc10:6692,True,train
1280.8848,ST239,hc10:19010,True,train
1280.11239,STsolo_1280.11239,hc10:6688,True,train
1280.25992,ST7,hc10:644,True,test
1280.26007,ST45,hc10:7,True,calibration
1280.11050,ST1,hc10:6657,True,train
1413517.3,ST398,hc10:7181,True,train
1280.26051,ST30,hc10:27,True,test
1280.16774,ST9,hc10:17751,True,test
1280.11707,ST15,hc10:6715,True,train
1280.30011,ST105,hc10:14959,True,calibration
1280.9322,ST239,hc10:19434,True,train
1280.16863,ST9,hc10:17760,True,test
1280.26027,ST22,hc10:3418,True,train
1280.10948,ST1156,hc10:7269,True,train
1280.30382,ST22,hc10:13179,True,train
1280.11295,ST121,hc10:6971,True,train
1280.11701,ST5,hc10:7365,True,train
1280.26036,ST30,hc10:668,True,test
1280.52158,ST5,hc10:12471,True,train
1280.11232,ST97,hc10:6685,True,calibration
1280.51896,ST228,hc10:6068,True,train
1280.26030,ST5,hc10:18,True,train
1280.26066,ST34,hc10:38,True,test
904779.3,ST8,hc10:3583,True,train
1280.26035,ST30,hc10:21,True,test
1280.11347,ST1,hc10:7281,True,train
1280.11217,ST15,hc10:7303,True,train
1280.11346,ST121,hc10:7352,True,train
1280.9295,ST239,hc10:19606,True,train
904782.3,ST4803,hc10:3585,True,test
1280.16839,ST59,hc10:15194,True,train
1280.11286,ST1,hc10:6701,True,train
1280.11359,ST7,hc10:7363,True,test
1280.39752,ST8,hc10:7774,True,train
1280.26016,ST8,hc10:11,True,train
1280.51823,ST225,hc10:6003,True,calibration
1280.9208,ST22,hc10:19588,True,train
1280.25977,ST5,hc10:630,True,train
1280.11168,ST1217,hc10:6667,True,train
1280.11285,ST121,hc10:7030,True,train
1280.30008,ST149,hc10:14719,True,test
1280.9297,ST22,hc10:19608,True,train
1280.9229,ST22,hc10:19019,True,train
1280.11220,ST72,hc10:6682,True,test
1280.39820,ST8,hc10:7839,True,train
1280.25985,ST39,hc10:637,True,train
1280.9240,ST239,hc10:19397,True,train
1280.11161,ST1236,hc10:6982,True,train
1280.26031,ST45,hc10:666,True,calibration
1280.9264,ST22,hc10:19598,True,train
1280.26054,STsolo_1280.26054,hc10:30,True,calibration
1280.30107,ST5,hc10:13984,True,train
1280.30342,ST1,hc10:13149,True,train
1280.9213,ST239,hc10:19388,True,train
1280.9250,ST22,hc10:19594,True,train
1280.51801,ST22,hc10:5984,True,train
1280.52140,ST398,hc10:12453,True,train
1280.52168,ST45,hc10:12481,True,calibration
1280.25974,ST45,hc10:628,True,calibration
553574.3,ST5,hc10:1189,True,train
1280.26034,ST121,hc10:20,True,train
1280.9203,ST22,hc10:19386,True,train
1280.29772,ST22,hc10:13890,True,train
1280.11219,ST241,hc10:7305,True,test
1280.9256,ST239,hc10:19406,True,train
1280.30006,ST45,hc10:14718,True,calibration
1280.9233,ST239,hc10:19023,True,train
1280.9246,ST239,hc10:19592,True,train
1280.11349,ST7,hc10:7355,True,test
1280.29931,ST1,hc10:13920,True,train
1280.11703,ST121,hc10:7045,True,train
1280.51898,ST228,hc10:6070,True,train
1280.11152,ST7,hc10:6661,True,test
1280.29959,ST8,hc10:13926,True,train
1280.30287,ST45,hc10:14008,True,calibration
1280.51904,ST239,hc10:6076,True,train
1280.30413,ST425,hc10:18781,True,test
1280.9263,ST22,hc10:19411,True,train
1280.11190,ST97,hc10:7271,True,calibration
1280.51796,ST22,hc10:5979,True,train
1280.11352,ST2967,hc10:7358,True,train
1280.9401,ST239,hc10:19453,True,train
1280.9404,ST239,hc10:19635,True,train
1280.39606,ST8,hc10:7633,True,train
1280.26053,ST45,hc10:29,True,calibration
1280.7374,ST1529,hc10:19381,True,test
1280.52171,ST7,hc10:12484,True,test
1280.9193,ST22,hc10:19581,True,train
1280.51910,ST4407,hc10:6082,True,calibration
1280.29726,ST4671,hc10:13883,True,train
1280.30115,ST45,hc10:14988,True,calibration
1280.51862,ST225,hc10:6039,True,calibration
1280.16771,ST59,hc10:17749,True,train
1280.9378,ST239,hc10:19447,True,train
1280.9223,ST239,hc10:19016,True,train
1280.51846,ST22,hc10:6025,True,train
1280.29722,ST80,hc10:12786,True,test
1280.29730,ST45,hc10:18714,True,calibration
1280.9267,ST22,hc10:19414,True,train
1280.51807,ST225,hc10:5989,True,calibration
1280.9376,ST239,hc10:19445,True,train
1280.9216,ST239,hc10:19391,True,train
1280.9225,ST239,hc10:19018,True,train
1280.39572,ST8,hc10:7603,True,train
1280.51805,ST225,hc10:5987,True,calibration
1280.51834,ST22,hc10:6013,True,train
1280.9236,ST22,hc10:15312,True,train
1280.30161,ST22,hc10:18212,True,train
1280.9237,ST239,hc10:17984,True,train
1280.51816,ST225,hc10:5997,True,calibration
1280.29692,ST_45*,hc10:18711,True,test
1280.25982,ST8,hc10:635,True,train
1280.9381,ST239,hc10:19450,True,train
1280.9199,ST239,hc10:19584,True,train
1280.51789,ST22,hc10:5972,True,train
1280.25983,ST15,hc10:2,True,train
1280.51809,ST22,hc10:5991,True,train
1280.51887,ST111,hc10:6061,True,calibration
1280.16859,ST59,hc10:17757,True,train
1280.9386,ST239,hc10:19067,True,train
1280.26039,ST39,hc10:671,True,train
1280.9367,ST239,hc10:16307,True,train
1280.9242,ST239,hc10:19399,True,train
1280.51768,ST8,hc10:5954,True,train
1280.9220,ST22,hc10:19014,True,train
1280.9387,ST239,hc10:19068,True,train
1280.51909,ST1465,hc10:6081,True,calibration
1280.7352,ST239,hc10:19571,True,train
1280.9204,ST239,hc10:19586,True,train
1280.9189,ST239,hc10:15015,True,train
1280.51806,ST225,hc10:5988,True,calibration
1280.9388,ST239,hc10:19069,True,train
1280.29949,ST45,hc10:14943,True,calibration
1280.51745,ST8,hc10:5939,True,train
1280.7372,ST1529,hc10:16272,True,test
1280.51767,ST30,hc10:5953,True,test
1280.9290,ST239,hc10:19034,True,train
1280.9248,ST239,hc10:17985,True,train
1280.9265,ST22,hc10:19412,True,train
1280.30373,ST1,hc10:13352,True,train
1280.9202,ST239,hc10:17981,True,train
1280.51850,ST225,hc10:6029,True,calibration
1280.9232,ST239,hc10:19022,True,train
1280.9200,ST239,hc10:15016,True,train
1280.9280,ST239,hc10:19602,True,train
1280.9277,ST22,hc10:19600,True,train
1280.51874,ST149,hc10:6050,True,test
1280.51778,ST8,hc10:5964,True,train
1280.9337,ST239,hc10:19048,True,train
1280.39805,ST8,hc10:7824,True,train
1280.9364,ST239,hc10:19628,True,train
1280.7261,ST5,hc10:15996,True,train
1280.9403,ST239,hc10:19070,True,train
1413522.3,ST398,hc10:6855,True,train
1280.30442,ST45,hc10:13368,True,calibration
1280.30364,ST22,hc10:13050,True,train
1280.11287,ST121,hc10:6702,True,train
1280.11198,ST1292,hc10:6679,True,test
1280.9226,ST22,hc10:15311,True,train
1280.29963,ST5,hc10:14946,True,train
1280.11316,ST15,hc10:7330,True,train
1413440.3,ST398,hc10:11697,True,train
1280.9298,ST22,hc10:19036,True,train
1280.9274,ST22,hc10:19030,True,train
1280.11263,ST15,hc10:7020,True,train
1280.11713,ST88,hc10:6718,True,train
1280.26032,ST15,hc10:667,True,train
1280.39763,ST8,hc10:7785,True,train
1280.11284,ST6,hc10:7314,True,calibration
1280.52153,ST30,hc10:12466,True,test
1280.51885,ST113,hc10:6059,True,test
1280.29973,ST45,hc10:13311,True,calibration
1280.29750,ST22,hc10:12793,True,train
1280.51900,ST228,hc10:6072,True,train
1280.9261,ST239,hc10:19409,True,train
1280.9275,ST1545,hc10:19599,True,train
1280.16865,ST59,hc10:17755,True,train
1280.7373,ST1529,hc10:15307,True,test
1280.9249,ST22,hc10:19403,True,train
1280.51916,ST5,hc10:6088,True,train
1280.29745,ST45,hc10:18190,True,calibration
1280.30450,ST1,hc10:18293,True,train
1280.30335,ST22,hc10:14019,True,train
1280.29856,ST45,hc10:13038,True,calibration
1280.9406,ST239,hc10:19636,True,train
1280.9221,ST239,hc10:15310,True,train
1280.9375,ST239,hc10:19631,True,train
1280.30102,ST45,hc10:13901,True,calibration
1280.39646,ST8,hc10:7605,True,train
1280.51883,ST228,hc10:6057,True,train
1280.29862,ST22,hc10:14692,True,train
1280.26061,STsolo_1280.26061,hc10:36,True,test
1280.51835,ST22,hc10:6014,True,train
1280.30189,ST22,hc10:18227,True,train
1280.9243,ST239,hc10:19400,True,train
1280.9192,ST239,hc10:17979,True,train
1280.39647,ST8,hc10:7674,True,train
1280.9231,ST22,hc10:19021,True,train
1280.51774,ST228,hc10:5960,True,train
1280.26038,ST3182,hc10:670,True,calibration
1280.9374,ST239,hc10:15317,True,train
1280.39620,ST8,hc10:7647,True,train
1280.39741,ST8,hc10:7763,True,train
1280.9212,ST239,hc10:17983,True,train
1280.29806,ST1,hc10:14682,True,train
1280.7359,ST239,hc10:19573,True,train
1280.26060,ST5,hc10:35,True,train
1280.7276,ST5,hc10:16009,True,train
1280.51905,ST239,hc10:6077,True,train
1280.9341,ST239,hc10:19049,True,train
1280.11255,ST6,hc10:7014,True,calibration
1280.11189,ST121,hc10:7285,True,train
1280.11709,ST121,hc10:7048,True,train
1280.11183,ST1,hc10:7282,True,train
1280.9315,ST22,hc10:19612,True,train
1280.15896,ST152,hc10:5620,True,test
1280.11348,ST1153,hc10:7354,True,train
1280.9332,ST22,hc10:19440,True,train
1280.9321,ST22,hc10:19045,True,train
1280.11699,ST121,hc10:6712,True,train
1280.9320,ST22,hc10:19614,True,train
1280.11706,ST15,hc10:7046,True,train
1280.51917,ST8,hc10:6089,True,train
1280.11154,ST88,hc10:6981,True,train
1280.11249,ST6,hc10:7312,True,calibration
1280.16436,ST15,hc10:5670,True,train
1280.11040,ST1179,hc10:7272,True,test
1280.7334,ST239,hc10:19006,True,train
1280.39684,ST8,hc10:7710,True,train
1280.7349,ST239,hc10:19007,True,train
1280.11337,ST5,hc10:7343,True,train
1280.25972,ST30,hc10:626,True,test
1280.11165,ST1217,hc10:6984,True,train
1280.30437,ST45,hc10:18791,True,calibration
1280.26003,ST1908,hc10:5,True,test
1280.39827,ST8,hc10:7475,True,train
1280.7272,ST5,hc10:16007,True,train
1280.51866,ST225,hc10:6043,True,calibration
1280.39778,ST8,hc10:7798,True,train
1280.26015,ST45,hc10:659,True,calibration
1280.9328,ST239,hc10:19616,True,train
1280.11723,ST6,hc10:7052,True,calibration
1280.51852,ST225,hc10:6030,True,calibration
1280.11209,ST1,hc10:6681,True,train
1280.11211,ST188,hc10:7298,True,test
1280.39825,ST8,hc10:7473,True,train
1280.11208,ST779,hc10:7296,True,train
1280.39751,ST8,hc10:7773,True,train
1280.39729,ST8,hc10:7751,True,train
1280.25996,ST30,hc10:647,True,test
1280.39717,ST8,hc10:7742,True,train
1280.39775,ST8,hc10:7795,True,train
1280.11026,ST5,hc10:6968,True,train
1280.39785,ST8,hc10:7805,True,train
1280.39727,ST8,hc10:7749,True,train
1413515.3,ST398,hc10:11699,True,train
1280.11328,ST2970,hc10:7334,True,test
1280.11266,ST121,hc10:7023,True,train
1280.11171,ST779,hc10:6987,True,train
1280.51895,ST228,hc10:6067,True,train
1280.26040,ST30,hc10:22,True,test
1280.15902,ST3250,hc10:5622,True,calibration
1280.11272,ST101,hc10:6691,True,calibration
1280.51820,ST4511,hc10:6001,True,test
1280.9317,ST239,hc10:19431,True,train
1280.51793,ST30,hc10:5976,True,test
1280.11721,ST88,hc10:6721,True,train
1280.39779,ST8,hc10:7799,True,train
1280.25998,ST7,hc10:649,True,test
1280.11334,ST6,hc10:7340,True,calibration
1280.9303,ST239,hc10:19429,True,train
1280.26000,ST1,hc10:651,True,train
1280.11234,ST1156,hc10:7003,True,train
1280.15874,ST15,hc10:5610,True,train
1280.15876,ST15,hc10:5611,True,train
1280.11704,ST88,hc10:6713,True,train
1280.51903,ST228,hc10:6075,True,train
1280.11230,ST88,hc10:6684,True,train
1280.26064,ST22,hc10:680,True,train
1280.9300,ST22,hc10:19426,True,train
1280.9346,ST239,hc10:19052,True,train
1280.7258,ST8,hc10:15993,True,train
1280.51913,ST111,hc10:6085,True,calibration
1280.11258,ST1,hc10:7017,True,train
1280.11181,ST1,hc10:6673,True,train
1280.15914,ST6,hc10:5352,True,calibration
1280.11175,ST188,hc10:6991,True,test
1280.11248,ST1153,hc10:6689,True,train
1280.11335,ST508,hc10:7341,True,calibration
1280.9338,ST22,hc10:19619,True,train
1280.11331,ST6,hc10:7337,True,calibration
1280.39767,ST8,hc10:7789,True,train
1280.9362,ST239,hc10:19062,True,train
1280.11218,ST121,hc10:7304,True,train
1280.11245,ST72,hc10:7008,True,test
1413329.3,ST398,hc10:1113,True,train
1280.11212,ST291,hc10:6998,True,calibration
1280.7337,ST239,hc10:19569,True,train
1280.7263,STsolo_1280.7263,hc10:15998,True,train
1280.15875,ST15,hc10:5816,True,train
1280.9329,ST239,hc10:19437,True,train
1280.8844,ST239,hc10:19579,True,train
1280.26005,ST1,hc10:6,True,train
904800.3,ST8,hc10:3595,True,train
1280.11204,ST121,hc10:6996,True,train
1280.11343,ST5,hc10:7349,True,train
1280.9309,ST22,hc10:19042,True,train
1280.39772,ST1540,hc10:7792,True,train
1280.26009,ST123,hc10:8,True,train
1280.51890,ST5,hc10:6064,True,train
1280.29930,ST45,hc10:18747,True,calibration
1280.11261,ST188,hc10:7018,True,test
1280.29954,ST45,hc10:18758,True,calibration
1280.39776,ST8,hc10:7796,True,train
1280.11298,ST88,hc10:7318,True,train
1280.30167,ST59,hc10:18194,True,train
1280.9278,ST239,hc10:19601,True,train
1280.11235,ST1,hc10:7004,True,train
1280.11024,ST7,hc10:6967,True,test
1280.11276,ST121,hc10:6655,True,train
1280.11038,ST121,hc10:6654,True,train
1280.11265,ST1179,hc10:7022,True,test
1280.39758,ST8,hc10:7655,True,train
1280.9235,ST22,hc10:19396,True,train
1280.39765,ST8,hc10:7787,True,train
1280.11243,ST1292,hc10:7007,True,test
1280.9377,ST239,hc10:19446,True,train
1280.30087,ST22,hc10:13057,True,train
1280.11350,ST1215,hc10:7356,True,train
1280.39749,ST8,hc10:7771,True,train
1280.11309,ST15,hc10:7299,True,train
1280.51853,ST225,hc10:6031,True,calibration
1280.9276,ST22,hc10:19418,True,train
1280.29873,ST22,hc10:13300,True,train
1280.39783,ST8,hc10:7803,True,train
1413523.3,ST398,hc10:11701,True,train
1280.11177,ST1215,hc10:6669,True,train
1280.30394,ST59,hc10:18764,True,train
426430.24,ST254,hc10:22088,True,calibration
1280.11205,ST25,hc10:7294,True,train
1280.9198,ST22,hc10:19583,True,train
1280.11207,ST121,hc10:6997,True,train
1413441.3,ST398,hc10:11698,True,train
1280.39744,ST8,hc10:7766,True,train
1280.39755,ST8,hc10:7777,True,train
1280.25986,ST109,hc10:638,True,test
1280.11282,ST15,hc10:7028,True,train
1280.9370,ST239,hc10:15314,True,train
1280.9296,ST22,hc10:19590,True,train
1280.11280,ST97,hc10:6700,True,calibration
1280.11259,ST1156,hc10:6690,True,train
1280.11702,ST121,hc10:7344,True,train
1280.4934,ST121,hc10:12220,True,train
1280.11708,ST12,hc10:7047,True,train
1280.11312,ST1156,hc10:7038,True,train
1280.11180,ST1215,hc10:6672,True,train
1280.7270,ST45,hc10:16005,True,calibration
1280.30281,ST45,hc10:18260,True,calibration
1280.11233,ST6,hc10:6686,True,calibration
1280.9383,ST239,hc10:19452,True,train
904313.3,ST5510,hc10:3581,True,test
1280.11200,ST97,hc10:6995,True,calibration
1280.39750,ST8,hc10:7772,True,train
1280.29992,ST1,hc10:13935,True,train
1280.39823,ST8,hc10:7842,True,train
1280.25978,ST5,hc10:631,True,train
1280.51788,ST22,hc10:5971,True,train
1280.11031,ST944,hc10:6969,True,calibration
1280.9368,ST239,hc10:16308,True,train
1280.51859,ST225,hc10:6036,True,calibration
1280.11191,ST5,hc10:6676,True,train
1280.29884,ST22,hc10:13908,True,train
1280.11297,STsolo_1280.11297,hc10:7317,True,train
1280.30268,ST5,hc10:13118,True,train
1280.11281,ST121,hc10:6983,True,train
1280.29902,ST149,hc10:14912,True,test
1280.29969,ST149,hc10:13927,True,test
1280.7355,ST239,hc10:19379,True,train
1280.29791,ST59,hc10:12804,True,train
1280.9227,ST22,hc10:19394,True,train
1280.11158,ST121,hc10:7274,True,train
1280.51860,ST225,hc10:6037,True,calibration
1280.26006,ST109,hc10:654,True,test
1280.9279,ST239,hc10:19031,True,train
1280.9281,ST239,hc10:19603,True,train
1280.30134,ST45,hc10:13074,True,calibration
1280.11169,ST97,hc10:6668,True,calibration
1280.11225,ST97,hc10:6683,True,calibration
1280.39796,ST8,hc10:7815,True,train
1280.11254,ST15,hc10:7013,True,train
1280.9299,ST22,hc10:19037,True,train
1280.10994,ST121,hc10:6966,True,train
1280.29733,ST22,hc10:13289,True,train
1280.51771,ST30,hc10:5957,True,test
1280.9400,ST239,hc10:19632,True,train
1280.9385,ST239,hc10:19066,True,train
1280.11178,ST121,hc10:6670,True,train
1280.52154,ST8,hc10:12467,True,train
1280.51880,ST5,hc10:6054,True,train
1280.39821,ST8,hc10:7840,True,train
1280.26004,ST5,hc10:653,True,train
1280.9372,ST239,hc10:15315,True,train
1280.29683,ST59,hc10:14674,True,train
1280.11222,ST1179,hc10:7307,True,test
1280.11313,ST188,hc10:7329,True,test
1280.39808,ST8,hc10:7827,True,train
1280.30027,ST22,hc10:14965,True,train
1280.30432,ST5,hc10:18289,True,train
1280.9238,ST239,hc10:15313,True,train
1280.11332,ST2966,hc10:7338,True,train
1280.29882,ST59,hc10:13906,True,train
1280.29908,ST22,hc10:13046,True,train
1280.9251,ST239,hc10:19595,True,train
1280.26028,ST30,hc10:665,True,test
1280.11314,ST2885,hc10:7039,True,test
1280.39746,ST8,hc10:7768,True,train
1413519.3,ST398,hc10:6856,True,train
1280.29894,ST22,hc10:14934,True,train
1413521.3,ST398,hc10:7182,True,train
1280.26048,ST5,hc10:673,True,train
1280.11011,ST121,hc10:6651,True,train
1280.30216,ST59,hc10:18243,True,train
1280.25027,ST22,hc10:14577,True,train
1280.25024,ST22,hc10:14212,True,train
1280.59830,ST630,nogroup:1280.59830,True,calibration
1280.9917,ST36,hc10:3857,True,calibration
1280.59831,ST59,nogroup:1280.59831,True,train
1280.8511,ST22,hc10:3753,True,train
1280.7941,ST582,hc10:1762,True,calibration
1280.8167,ST34,hc10:3716,True,test
1280.8699,ST22,hc10:2867,True,train
1280.9707,ST22,hc10:2075,True,train
1280.8697,ST22,hc10:2866,True,train
1280.8737,ST36,hc10:3234,True,calibration
1280.59832,ST398,nogroup:1280.59832,True,train
1280.59833,ST5,nogroup:1280.59833,True,train
1280.8482,ST59,hc10:2582,True,train
1413407.3,ST398,hc10:11690,True,train
1280.9470,ST30,hc10:2902,True,test
1280.59829,ST22,nogroup:1280.59829,True,train
1280.9415,ST36,hc10:2888,True,calibration
1280.7424,ST22,hc10:1019,True,train
1280.9979,ST789,hc10:2674,True,train
1280.59822,ST398,nogroup:1280.59822,True,train
1280.8762,ST22,nogroup:1280.8762,True,train
1280.7432,ST22,hc10:2328,True,train
1280.59825,ST5,nogroup:1280.59825,True,train
1280.8392,ST36,hc10:3222,True,calibration
1280.8379,ST36,hc10:3732,True,calibration
1280.9416,ST36,hc10:3242,True,calibration
1280.9768,ST22,hc10:2923,True,train
1280.59826,ST6,nogroup:1280.59826,True,calibration
1280.9725,ST22,hc10:1073,True,train
1280.9693,ST2442,hc10:2907,True,train
1280.59827,STsolo_1280.59827,nogroup:1280.59827,True,train
1280.8384,ST34,hc10:2350,True,test
1280.9869,ST22,hc10:2948,True,train
1280.8134,ST8,hc10:2041,True,train
1280.9790,ST188,hc10:2928,True,test
1280.59828,ST22,nogroup:1280.59828,True,train
1280.9813,ST59,hc10:2934,True,train
1280.8166,ST22,hc10:2794,True,train
1280.9914,ST22,hc10:1787,True,train
1280.59842,ST6,nogroup:1280.59842,True,calibration
1280.9810,ST12,hc10:2653,True,train
1280.8298,ST59,hc10:2816,True,train
1280.59841,STsolo_1280.59841,nogroup:1280.59841,True,calibration
1280.59852,ST5,nogroup:1280.59852,True,train
1280.9776,ST30,hc10:3833,True,test
1280.9754,ST3424,hc10:2642,True,train
1280.9994,ST1,hc10:2972,True,train
1280.59844,STsolo_1280.59844,nogroup:1280.59844,True,train
1280.9740,ST22,hc10:2636,True,train
1280.9892,ST54,hc10:1094,True,test
1280.8748,ST22,hc10:1058,True,train
1280.9756,ST6,hc10:3255,True,calibration
1280.59843,STsolo_1280.59843,nogroup:1280.59843,True,test
1280.8063,ST25,hc10:2785,True,train
1280.9433,ST878,hc10:2619,True,calibration
1280.59845,ST188,nogroup:1280.59845,True,test
1280.8047,ST26,hc10:3698,True,calibration
1280.9739,ST22,hc10:2920,True,train
1280.10047,ST30,hc10:1200,True,test
1280.59839,ST5,nogroup:1280.59839,True,train
1280.8054,ST30,hc10:2783,True,test
1280.9417,ST22,hc10:2616,True,train
1280.59837,ST6,nogroup:1280.59837,True,calibration
1280.9714,ST25,hc10:3817,True,train
1280.9897,ST1,hc10:2956,True,train
1280.59835,STsolo_1280.59835,nogroup:1280.59835,True,calibration
1280.59834,ST22,nogroup:1280.59834,True,train
1280.8363,ST15,hc10:2571,True,train
1280.59836,ST59,nogroup:1280.59836,True,train
1280.8790,ST1094,hc10:2880,True,test
1280.9482,ST22,hc10:2626,True,train
1280.8829,ST22,hc10:2883,True,train
1280.59838,ST398,nogroup:1280.59838,True,train
1280.8158,ST22,hc10:3712,True,train
1280.8004,ST22,hc10:1809,True,train
1280.59840,ST630,nogroup:1280.59840,True,calibration
1280.9855,ST22,hc10:2945,True,train
1280.8224,ST22,hc10:2343,True,train
1280.59824,ST7,nogroup:1280.59824,True,test
1280.8424,ST22,hc10:2051,True,train
1280.8173,ST3423,hc10:3212,True,test
1280.59807,ST22,nogroup:1280.59807,True,train
1280.8066,ST22,hc10:2335,True,train
1280.9888,ST30,hc10:2954,True,test
1280.8712,ST3454,hc10:2868,True,test
1280.8564,ST22,hc10:1049,True,train
1280.8708,ST72,hc10:3782,True,test
1413477.3,ST398,hc10:7171,True,train
1280.9704,ST22,nogroup:1280.9704,True,train
1280.59806,ST7,nogroup:1280.59806,True,test
1280.7951,ST8,hc10:2332,True,train
1280.9899,ST5,hc10:3263,True,train
1280.8389,ST36,hc10:3221,True,calibration
1280.9900,ST3458,hc10:3854,True,test
1280.9783,ST188,hc10:2646,True,test
1280.8537,ST182,hc10:2842,True,calibration
1280.59808,STsolo_1280.59808,nogroup:1280.59808,True,test
1280.9874,ST22,hc10:2950,True,train
1280.59809,ST59,nogroup:1280.59809,True,train
1280.9423,ST36,hc10:2890,True,calibration
1280.59810,ST59,nogroup:1280.59810,True,train
1280.9910,ST3436,hc10:2957,True,calibration
1280.59804,ST5,nogroup:1280.59804,True,train
1280.59864,ST59,nogroup:1280.59864,True,train
1280.59713,ST59,nogroup:1280.59713,True,train
1280.8734,ST2047,hc10:2872,True,calibration
1280.8779,ST30,hc10:2606,True,test
1280.7965,ST5,hc10:2530,True,train
1280.9862,ST1647,hc10:2946,True,calibration
1280.9440,ST34,hc10:2620,True,test
1280.59801,ST59,nogroup:1280.59801,True,train
1280.9411,ST22,hc10:3241,True,train
1280.9414,ST22,hc10:2887,True,train
1280.59805,ST15,nogroup:1280.59805,True,train
1280.8517,ST36,hc10:3756,True,calibration
1280.8695,ST36,hc10:2598,True,calibration
1280.59820,ST5,nogroup:1280.59820,True,train
1280.59819,ST5,nogroup:1280.59819,True,train
1280.9943,ST39,hc10:3865,True,train
1280.8440,ST36,hc10:3685,True,calibration
1280.7937,ST30,hc10:2766,True,test
1280.9439,ST45,hc10:2896,True,calibration
1280.8614,ST3434,hc10:1053,True,train
1280.59823,ST5,nogroup:1280.59823,True,train
1280.9926,ST125,hc10:2664,True,calibration
1280.7429,ST22,hc10:3681,True,train
1280.8624,ST22,hc10:2858,True,train
1280.59817,STsolo_1280.59817,nogroup:1280.59817,True,test
1280.59821,ST59,nogroup:1280.59821,True,train
1280.9784,ST30,hc10:3834,True,test
1280.8150,ST30,hc10:1367,True,test
1280.8471,ST36,hc10:3747,True,calibration
1280.7938,ST22,hc10:3691,True,train
1280.59811,ST5,nogroup:1280.59811,True,train
1280.8763,ST22,hc10:1059,True,train
1280.7377,ST22,hc10:3679,True,train
1280.9761,ST45,hc10:1077,True,calibration
1280.9726,ST22,hc10:3820,True,train
1280.59812,STsolo_1280.59812,nogroup:1280.59812,True,test
1280.59814,ST7,nogroup:1280.59814,True,test
1280.8486,ST30,hc10:1372,True,test
1413382.3,ST398,hc10:838,True,train
1280.9999,ST1,hc10:3879,True,train
1280.59813,STsolo_1280.59813,nogroup:1280.59813,True,test
1280.59815,ST45,nogroup:1280.59815,True,calibration
1280.7986,ST30,hc10:2773,True,test
1280.59818,ST630,nogroup:1280.59818,True,calibration
1280.9806,ST398,hc10:2932,True,train
1280.59816,ST59,nogroup:1280.59816,True,train
1280.59846,ST188,nogroup:1280.59846,True,test
1280.8483,ST30,hc10:2836,True,test
1280.8713,ST22,hc10:2869,True,train
1280.59858,ST338,nogroup:1280.59858,True,calibration
1280.59855,ST1,nogroup:1280.59855,True,train
1280.59862,ST5,nogroup:1280.59862,True,train
1280.8236,ST88,hc10:3215,True,train
1280.10038,ST15,hc10:3608,True,train
1280.8508,ST36,hc10:3751,True,calibration
1413379.3,ST398,hc10:7511,True,train
1280.59874,ST398,nogroup:1280.59874,True,train
1280.9743,ST25,hc10:2637,True,train
1280.59877,ST1,nogroup:1280.59877,True,train
1280.59885,ST398,nogroup:1280.59885,True,train
1280.9963,ST59,hc10:1100,True,train
1280.7406,ST1647,hc10:2326,True,calibration
1280.10019,ST8,hc10:2707,True,train
1280.7973,ST46,hc10:3695,True,test
1280.8830,ST22,hc10:2365,True,train
1280.59884,ST59,nogroup:1280.59884,True,train
1280.8043,ST188,hc10:3696,True,test
1280.8358,ST59,hc10:2822,True,train
1280.59901,ST59,nogroup:1280.59901,True,train
1280.8789,ST15,hc10:2879,True,train
1280.9785,ST5,hc10:1082,True,train
1280.59889,ST59,nogroup:1280.59889,True,train
1280.59902,ST398,nogroup:1280.59902,True,train
1280.7991,ST30,hc10:1021,True,test
1280.8625,ST22,hc10:2060,True,train
1280.59533,ST239,nogroup:1280.59533,True,train
1280.8659,ST25,hc10:3778,True,train
1280.9772,ST45,hc10:2078,True,calibration
1280.9441,ST12,hc10:2897,True,train
1280.8833,ST25,hc10:3788,True,train
1280.8538,ST22,hc10:2843,True,train
1280.9413,ST36,hc10:2366,True,calibration
1280.9948,ST30,hc10:2963,True,test
1280.59488,ST239,nogroup:1280.59488,True,train
1280.9876,ST45,hc10:4490,True,calibration
1280.4955,STsolo_1280.4955,nogroup:1280.4955,True,test
1280.59509,ST239,nogroup:1280.59509,True,train
1280.59508,ST239,nogroup:1280.59508,True,train
1280.59883,ST59,nogroup:1280.59883,True,train
1280.9941,ST3470,hc10:1098,True,train
1280.8291,ST8,hc10:1036,True,train
1280.9412,ST22,hc10:3798,True,train
1280.59860,ST630,nogroup:1280.59860,True,calibration
1280.9421,ST22,hc10:2617,True,train
1280.9730,ST22,hc10:2917,True,train
1280.59865,ST72,nogroup:1280.59865,True,test
1280.7436,ST47,hc10:2518,True,train
1280.8361,ST45,hc10:2824,True,calibration
1280.59853,STsolo_1280.59853,nogroup:1280.59853,True,train
